id,batch,exp1,exp2,exp3,prot1,prot2,season,exp4,cov1
id170,1,1.74021088791433,5.24533209956923,0.950176067142628,-0.5251591080487775,59.59486660102848,Winter,2.74021088791433,-0.11080912797297139
id171,1,2.82174819371637,1.71531372313816,<LOD,-0.08657344177166128,72.02092723098066,Winter,3.82174819371637,0.19002539303188745
id172,1,2.145157113124,1.46125422521169,<LOD,-0.029843371676172094,45.516342098719484,Autumn,4.145157113124,-0.4150981649097255
id175,1,5.59049480496963,NA,0.893196432845065,-0.2636182412991844,49.155575103034,Winter,6.59049480496963,0.4542204959212988
id178,1,1.765595791343,3.23244014971946,0.439025097751088,-0.008389197013601284,45.449039170453986,Autumn,3.765595791343,-0.2832421495702655
id180,1,3.47834653434434,1.44837108371671,0.666048396612794,0.2802237933067433,46.31422774841457,Winter,4.47834653434434,-0.06334707244327548
id188,1,2.77504465278759,3.3681938572693,<LOD,0.49054767978486846,47.293299124985985,Spring,5.77504465278759,0.35691540747807443
id192,1,NA,NA,NA,0.19390165047252997,44.351361996872775,Summer,3.0705641455729,0.32819869379731553
id194,1,2.04918454066121,2.36889307265578,0.51337107091689,0.042047027131777916,58.41934342832359,Spring,5.04918454066121,-0.49270332364510305
id197,1,4.16941564246256,2.90988277183845,0.931962745147894,0.3953434230745053,40.45114225462982,Summer,3.16941564246256,0.3213358355687798
id198,1,1.87926604497827,2.95680370608132,0.755466248504038,0.6929833939048262,31.042393590222083,Summer,<LOD,-0.2560844439603508
id202,1,2.92184690679241,3.38248709133852,<LOD,0.08736303554149089,37.19813886346621,Spring,5.92184690679241,-0.18648116174830534
id205,1,1.69914718306198,2.17619617709874,<LOD,-0.5965676051180895,43.71610493256108,Autumn,3.69914718306198,0.11727011034300398
id206,1,4.44407065293142,1.26665310842305,0.401202218189728,0.059601128751420894,34.97073137344903,Spring,7.44407065293142,-0.30607649520406005
id212,1,6.36253927590337,1.57623044269547,0.409376030344826,-0.33206227998245136,62.66293223493692,Spring,9.36253927590337,-0.2924410619098103
id213,1,5.92636649315677,2.17622536835152,<LOD,-0.16215921658709634,56.756938932429364,Spring,8.92636649315677,-0.30913729811573426
id222,1,2.35890373162805,3.10881241339835,0.504257690733693,0.5729526260823724,47.783665750193464,Winter,3.35890373162805,0.43383426654834684
id223,1,2.31222530286395,1.43675759470758,0.53088301528012,-0.10776026179180466,49.20382218881118,Autumn,4.31222530286395,-0.18925011221020285
id225,1,4.15392473788624,2.19616026585715,<LOD,-0.04087516299446546,41.484433629240364,Summer,3.15392473788624,-0.39204701292820304
id228,1,2.48569478500449,1.52207121809742,<LOD,0.40391170098623,43.538109395729826,Winter,3.48569478500449,-0.5795390578909303
id234,1,2.97808519480583,1.63312930037257,0.645052049771881,-0.6321463028669896,68.47277770288412,Spring,5.97808519480583,-0.23617953309483736
id250,1,1.57736551873695,3.18376793085614,0.424882611637877,0.5703161043379804,50.990490701983006,Spring,4.57736551873695,-0.21308771200229865
id252,1,3.93938882494258,1.39942832947514,0.664813696676476,0.21500178276683618,41.758666473338366,Summer,2.93938882494258,-0.2938982944989007
id257,1,2.6510131172892,4.62846845745822,<LOD,0.12244290798860172,59.30524470224054,Spring,5.6510131172892,0.45233031851883776
id265,1,1.32050853802038,2.87356537682443,0.536106778642379,0.16022950726704177,64.71351761847725,Summer,<LOD,0.5307748763711554
id270,1,1.15547074905332,1.95498143584482,0.863996659810005,0.24400524757597872,55.71616197333525,Autumn,3.15547074905332,0.22306386003403078
id273,1,1.86931118477523,2.51073698981182,0.440151384510334,0.09265129143204437,46.609261847781525,Spring,4.86931118477523,0.28134155207863243
id277,1,1.70147425982669,2.51527118552175,0.730397081539538,0.2162027400366579,44.91244857526996,Winter,2.70147425982669,0.038798596170719915
id279,1,<LOD,2.30767330692149,0.51136189224331,0.30291106487836256,53.26384345284153,Spring,4.05515886455389,0.49355895348389694
id288,1,3.55322033359557,1.48981200830865,<LOD,-0.27380843655025916,53.383533930468666,Spring,6.55322033359557,0.22410804374895243
id290,1,<LOD,1.39923398330466,0.593940803017976,-0.43732784307968714,57.98721887326517,Winter,2.09679916509792,0.46218066070185015
id295,1,2.87519586459943,1.56945932491391,1.08187931316215,-0.2780372342476877,56.774286651650485,Summer,1.87519586459943,-0.01700024331038937
id306,1,2.44243043579908,2.64778390459332,<LOD,0.43204944478399393,42.72296263521127,Winter,3.44243043579908,0.056188413975724966
id308,1,5.17428081519238,1.63605448464235,<LOD,-0.1979497947514264,58.80466773315259,Summer,4.17428081519238,-0.07051426833272069
id321,1,1.62687051146474,2.24911358443904,0.425488190352306,-0.08243546962482504,54.25523552624071,Spring,4.62687051146474,0.3028951197183362
id322,1,3.17434661161904,1.503215820822,<LOD,-0.5155966450606768,55.08454574791457,Winter,4.17434661161904,-0.1842062163695285
id331,1,3.74598679976866,<LOD,0.48504268507587,-0.4938699705137894,43.23666658986317,Autumn,5.74598679976866,0.1532560506047021
id334,1,3.57750762648978,<LOD,0.540049818759182,-0.18950598072765157,59.835282606348166,Spring,6.57750762648978,-0.1284261920454414
id344,1,3.997022631391,1.81911363339942,0.479342972373052,-0.41907449301272365,44.6718392398693,Summer,2.997022631391,-0.3178222402753415
id358,1,3.97800642070618,<LOD,1.38543246882711,-0.22881984875728606,42.94240994352511,Autumn,5.97800642070618,-0.0923386519177968
id361,1,3.7088753209994,2.26481586613603,<LOD,-0.2668293369849409,54.63120834324549,Summer,2.7088753209994,0.1990186764033011
id362,1,3.28257403543308,2.779534694082,0.453623425222759,-0.27203247119247304,40.988211467748314,Autumn,5.28257403543308,-0.11972675658440496
id366,1,2.87533054260057,<LOD,0.505391347157851,-0.17802480271722584,47.74717007653966,Summer,1.87533054260057,-0.2751449025309085
id374,1,2.89275936357418,2.09728781701011,<LOD,-0.2844850010211459,49.40824073876492,Spring,5.89275936357418,-0.007376103003345483
id382,1,2.87142511532548,3.08983556641128,<LOD,0.4001562621731621,51.023420228063706,Spring,5.87142511532548,0.0403794859900608
id388,1,4.83099652957766,2.62532070554175,0.704966413183175,0.013909589581070348,50.66226532133602,Summer,3.83099652957766,-0.12320419137267881
id393,1,2.61133937996884,<LOD,0.408871973887861,-0.10426004305526809,65.58087336537066,Autumn,4.61133937996884,-0.17270221500422325
id396,1,3.76807247973476,<LOD,<LOD,0.30695970830506575,30.88403745140838,Spring,6.76807247973476,-0.035058715497769906
id400,1,4.86645613214222,1.67325316042558,0.866991371010692,0.4200770276305871,39.36004209904003,Spring,7.86645613214222,0.18459948277033394
id409,1,1.96663765520481,<LOD,1.01798726533752,-0.24823055143639922,50.854673683675074,Autumn,3.96663765520481,0.5107319988174319
id421,1,3.52320918446404,2.40501170915363,0.667206142247958,0.23849412114807667,28.85810471845742,Winter,4.52320918446404,-0.15297962923044897
id426,1,2.2902585581585,1.9919210478321,0.523347119131893,-0.3221510077066921,49.88815493291429,Winter,3.2902585581585,-0.18307728788194458
id431,1,4.45726818526735,1.65848641621894,0.589344164842282,0.02782912732898073,56.21715272964184,Autumn,6.45726818526735,-0.25321211227157825
id437,1,2.408014585692,2.06260960058034,<LOD,0.057583162605898124,54.09696682139431,Spring,5.408014585692,0.21476706978339108
id443,1,3.1922651167305,2.60644328205982,0.525929636364328,-0.0201713606600543,39.9082323838263,Summer,2.1922651167305,0.13196774754928464
id446,1,4.43033674744751,1.50612996307562,0.833041135256813,0.2961761883200487,46.54880561389219,Autumn,6.43033674744751,0.029908247451060615
id447,1,5.7192405833563,2.85554423245419,<LOD,0.09634421079992989,43.91207249964252,Autumn,7.7192405833563,0.6231827894013704
id456,1,1.94249894746569,2.7412935821219,<LOD,0.40603777127786633,50.96737472382908,Autumn,3.94249894746569,-0.0940860097568909
id461,1,2.33836645864839,4.56693874869596,0.556520481019361,-0.30376877564658006,32.77896896424732,Winter,3.33836645864839,-0.23177232169322592
id465,1,1.18070684302947,4.2983559097628,<LOD,0.24216930869021736,49.49598112702047,Spring,4.18070684302947,-0.2447733452399763
id466,1,1.47348996424044,2.20414694820893,0.648110485656113,-0.2965489402521524,40.517164438828964,Spring,4.47348996424044,-0.1331718824344817
id470,1,3.25544336065899,2.49312146970333,0.411674832885432,0.08568442635008612,59.91054065028495,Autumn,5.25544336065899,-0.13909997753445055
id471,1,4.74144543615836,1.61382107856535,0.485964342095291,-0.4690697721522093,52.375852066333216,Winter,5.74144543615836,-0.35234211219242884
id472,1,2.59018708632349,3.07550336249385,0.594996596126533,-0.335656305061049,54.464707127293146,Winter,3.59018708632349,0.02595886312346434
id474,1,1.59831702477965,3.26817832099724,0.495807898451639,0.011685820155614248,37.732281159194095,Spring,4.59831702477965,-0.18064352100899272
id477,1,2.29789293815254,2.33649008550062,<LOD,0.09329697780636216,46.28287478503935,Autumn,4.29789293815254,0.06363605126988328
id478,1,3.4967106842749,4.10447434177197,0.744145732555844,0.3400631885938892,61.4559357977779,Spring,6.4967106842749,-0.062407891112077334
id486,1,3.34634588898898,1.75487965144641,1.00480168943789,0.04851653976689443,43.796135616498525,Autumn,5.34634588898898,-0.06391536085112001
id491,1,1.84649184095723,4.04838343404315,<LOD,0.3716689447112722,34.46722210925556,Autumn,3.84649184095723,0.19173532634617788
id493,1,4.17879292888083,2.03602545312682,0.517965221717422,-0.11334263283563084,50.705447443282026,Winter,5.17879292888083,0.12905686046941145
id495,1,1.57281085913078,3.11004858757062,0.93606576537888,-0.26327516109097204,49.29437644674366,Spring,4.57281085913078,-0.148559560858944
id502,1,1.446511041505,5.01605162022255,1.42287808810932,0.3392855836504236,54.93785346149713,Summer,<LOD,0.36616920756976534
id509,1,1.89192870220704,1.42455878521974,0.526099855369076,0.21943076286875401,38.257249647813204,Spring,4.89192870220704,-0.2656334683847335
id510,1,3.81357721348063,2.1716804044141,<LOD,0.32838309210760236,32.053093926581624,Winter,4.81357721348063,0.047430412307937896
id515,1,1.15896084186815,<LOD,0.653494866481589,-0.20667480013125106,30.565703332494316,Winter,2.15896084186815,-0.5351722843435721
id527,1,8.95145559144482,2.08186500737706,1.05017657609398,-0.055452961921691545,61.169125032032625,Spring,11.9514555914448,0.36996751420737106
id530,1,6.03892389932269,2.57210136862157,0.764821888245271,0.26346235005736784,39.981868933336585,Summer,5.03892389932269,0.2555401806232186
id531,1,5.10452557122349,2.53880391072102,0.827594902804349,-0.05071203503300889,52.7359185895682,Summer,4.10452557122349,0.28979053051082676
id532,1,2.7019006253053,4.54534675511874,0.512823643920577,-0.015454502644581737,31.861188969864042,Summer,1.7019006253053,0.10614714595545867
id540,1,5.76923945534489,3.02672123798415,0.71942221418446,0.12423356979333852,50.48234533331474,Winter,6.76923945534489,-0.1922767685911674
id544,1,2.73443078834393,2.01629635987354,<LOD,-0.12746417447935676,37.7381424567926,Autumn,4.73443078834393,0.25532047039135736
id548,1,NA,NA,NA,-0.06281070300452495,43.746162092684834,Summer,<LOD,-0.017818526270942447
id550,1,4.53767539181869,2.29622329904081,<LOD,-0.2657729456220637,37.55188233008978,Winter,5.53767539181869,0.26086438790013006
id562,1,3.29719227866451,2.1688351498025,<LOD,-0.2301453900121841,53.882678434968106,Winter,4.29719227866451,0.2376854060801992
id575,1,2.64677820597705,<LOD,0.596546532204047,-0.06364258892367536,41.54522006869621,Spring,5.64677820597705,-0.15774186667083304
id577,1,5.56825109558626,1.35825778842447,1.14155014870349,-0.48122924864414934,40.627754877296915,Winter,6.56825109558626,-0.2646295620846007
id587,1,3.9623792733496,1.12599316492658,<LOD,0.04323560287825875,63.41399092967296,Winter,4.9623792733496,-0.26901016811892076
id588,1,2.59843671746913,2.37435676430203,<LOD,0.5377859661119601,44.29590562790811,Spring,5.59843671746913,-0.5120035989817311
id590,1,2.53141113168249,2.20852127657667,0.464838940858862,0.10899901443364599,45.90871703495244,Summer,<LOD,0.43140720878869815
id592,1,2.56736014202169,1.80890976541374,0.541839251392344,-0.34197047831426863,50.676628503470795,Spring,5.56736014202169,-0.3739437703423099
id594,1,4.68913090531063,1.10260548676844,<LOD,-0.09615297976920915,50.09379956019286,Spring,7.68913090531063,0.4440163380420713
id601,1,2.18099780501101,2.46353756285746,<LOD,0.08339944558386268,58.225792916595665,Summer,<LOD,0.2179408958041034
id607,1,4.1757892100362,1.48143825603009,0.668387400875905,-0.3901322884839199,56.79776878804944,Summer,3.1757892100362,-0.47566078683319835
id617,1,7.04967480956927,1.59616353436817,0.412115188560369,-0.20481854725111828,36.049384853427206,Autumn,9.04967480956927,-0.20879041623871863
id621,1,1.27719781128349,<LOD,1.02931775888195,-0.059760203763373806,57.16185522536328,Autumn,3.27719781128349,0.6141353601410571
id625,1,2.60865655693226,2.59069806088411,1.25297508874022,0.27704097324398963,49.299172114341346,Winter,3.60865655693226,-0.0933929254759931
id628,1,3.23633923844017,4.0775128884956,0.45359240552448,-0.581060565161703,34.96141987897284,Winter,4.23633923844017,-0.4264155364845961
id629,1,2.25300194546915,4.08434867822029,0.583642656905441,0.170021967956146,33.146187910931815,Summer,<LOD,0.111140727062545
id637,1,3.91677830110279,2.11359953738987,2.0676488994409,0.2110714790756972,40.94850868454047,Spring,6.91677830110279,0.2737326931835425
id658,1,1.93060015572682,3.53165978044586,0.496138394303176,0.3858806367148895,67.58236858842109,Spring,4.93060015572682,0.2190931721487946
id663,1,2.59525136037434,1.49020867424266,<LOD,-0.14208757635467756,42.93004371290576,Winter,3.59525136037434,-0.1473222489620536
id679,1,3.52389899843764,2.47554309346802,0.830691156891391,0.04493241933995001,63.79663596579352,Winter,4.52389899843764,0.1790674452099121
id680,1,3.6831304536779,<LOD,0.782276096570143,-0.7199861755802256,47.2055056391009,Summer,2.6831304536779,0.3985381142380057
id681,1,2.98379852100245,1.91532474746242,<LOD,-0.19316242580509055,47.0515964226145,Autumn,4.98379852100245,-0.37563177913184137
id682,1,4.85174834058511,<LOD,0.581431357246249,-0.4403230284086388,40.04842454468803,Autumn,6.85174834058511,0.020073668178374627
id684,1,1.28618285198564,5.32238897764424,1.50391350511461,0.08282738588598385,61.2597936612626,Autumn,3.28618285198564,-0.1075976440536514
id697,1,5.61401151750503,3.94176210776031,0.897315053205349,0.17027652645020863,54.170200212001326,Spring,8.61401151750503,-0.320827719427621
id701,1,3.56247970889156,1.68037551544472,0.497434635076357,-0.1725325750841877,53.165034735443065,Autumn,5.56247970889156,-0.4489010025392738
id702,1,4.63181040379965,3.36912330225372,0.705748037024677,-0.11196084382245376,50.72670840254027,Summer,3.63181040379965,-0.3489020561177962
id703,1,1.8691648416988,1.10659528365273,0.582392540210236,-0.28043108516504295,37.70325392327693,Summer,<LOD,-0.0851131194569135
id707,1,9.19683209922975,2.11704667436195,<LOD,0.10327564666963716,50.886433317400865,Spring,12.1968320992298,-0.2930415014428116
id709,1,1.19775146694642,1.51834041387719,0.506217542159431,0.13172423174618292,45.46500094574168,Summer,<LOD,-0.45092655807905996
id712,1,2.75644803998719,2.11649874295458,0.438619398085261,0.043081260276486635,45.89975618773456,Spring,5.75644803998719,0.14380789837090072
id720,1,2.25465644868917,1.87969141631791,<LOD,0.09410229833326987,37.724398022439544,Summer,<LOD,-0.09957681777912
id721,1,2.64218827419731,2.14892285187564,0.477382385941744,0.2067958836608079,51.950913865642235,Autumn,4.64218827419731,0.1084569804130293
id725,1,3.47054610308035,<LOD,0.512965298267955,0.08042923162385482,62.44477152130264,Winter,4.47054610308035,0.25771634789330933
id733,1,1.83846885085223,<LOD,<LOD,-0.1911353767788641,52.28630777807538,Spring,4.83846885085223,-0.24468399486524287
id740,1,5.51177727957613,2.07293755631603,<LOD,0.08808214122782691,28.421209939995045,Spring,8.51177727957613,0.15335206789906478
id755,1,1.73817813197343,1.51296010496627,<LOD,-0.06474639752492868,50.38926493020938,Winter,2.73817813197343,-0.3031538016591561
id760,1,4.40050049986732,<LOD,<LOD,-0.06378881705385786,60.05475584581399,Winter,5.40050049986732,-0.20077901839170018
id761,1,3.04206937839258,2.44324151798137,<LOD,-0.026545326771386147,48.18930039105364,Winter,4.04206937839258,-0.45743610350673297
id766,1,1.52383665612024,1.55303308332062,<LOD,0.21671974697071297,49.66012291597253,Summer,<LOD,0.2379882638422017
id771,1,2.34497504766764,<LOD,<LOD,0.08530297636354366,53.28509779580263,Autumn,4.34497504766764,-0.4636365594689109
id779,1,2.41874157794466,1.15432425434366,1.52557240978261,-0.03645607406522992,63.204940954015626,Winter,3.41874157794466,-0.2761446643903636
id781,1,3.52320145132674,3.22742922034123,0.628188531137546,-0.258410548488471,69.57337425095146,Summer,2.52320145132674,-0.1403458007785033
id783,1,1.27575361030656,1.69875365116007,0.570475269748726,0.1354455869857785,45.78668390726465,Spring,4.27575361030656,0.2932226240581672
id784,1,3.52539220079942,2.17330120857328,<LOD,-0.08276037717487518,63.622786649799764,Winter,4.52539220079942,-0.11376241824639145
id795,1,3.03908365437843,1.56621375862626,0.833630052132153,-0.13195555385867896,49.879473765255334,Summer,2.03908365437843,-0.15531751055791962
id805,1,1.72569718852697,2.93018586834681,0.93457871900926,-0.11412315761334726,60.10717886171987,Spring,4.72569718852697,0.4176227414227572
id807,1,3.02426508150201,2.63352707539914,0.588191021084642,0.4259259027783288,61.74617528749266,Winter,4.02426508150201,-0.3107839116712188
id808,1,2.14212225514584,1.11914999960876,0.612423928991107,-0.09351115746953709,55.64581770184412,Winter,3.14212225514584,0.06517618761035386
id820,1,2.72092361997793,2.18262043220978,0.587530566908416,0.38614066117153006,45.364667858174435,Autumn,4.72092361997793,-0.0791278626319764
id822,1,2.17644282795661,2.18122550892818,0.464508863457281,0.2267690969508161,40.008695368389596,Spring,5.17644282795661,0.7456825432724337
id828,1,2.34009696647316,3.11900662087997,<LOD,-0.47482441237675965,64.9604218421803,Spring,5.34009696647316,0.07207989147021351
id834,1,5.11534117290782,1.46342035700074,0.594615243737614,-0.26036238952801477,67.81305096845713,Autumn,7.11534117290782,0.6142863175985217
id844,1,3.51646915151275,2.22921474144051,1.34137796112632,-0.3057713379209026,37.21200953811534,Autumn,5.51646915151275,-0.08736128540889676
id853,1,1.43901970510331,<LOD,<LOD,-0.3603928841461396,51.60889493890805,Autumn,3.43901970510331,-0.3394808306568659
id854,1,2.94745618258867,2.02147459985996,0.864958616031675,0.44613863609073784,36.312070197990934,Winter,3.94745618258867,-0.2195514857467835
id860,1,2.9549839817168,2.84498012281131,0.42685599447141,-0.032770559129701074,42.61756750167794,Spring,5.9549839817168,-0.05512298974709231
id863,1,3.65068380785107,<LOD,0.458420008901501,0.09108298325761412,52.44029888814223,Spring,6.65068380785107,0.08523193086498505
id864,1,NA,NA,NA,0.2953492088395922,44.760950011473604,Summer,6.23165186391332,-0.2948775096498813
id871,1,1.94846009077599,3.31696626059074,0.717878459914919,0.2720177334701074,25.552230674145022,Autumn,3.94846009077599,-0.1612885477658747
id874,1,2.7466075695281,1.52001656023758,0.912715420000439,-0.29280602318021093,46.98034581866005,Winter,3.7466075695281,-0.26982850676473386
id880,1,2.05223584556142,2.49455782461515,<LOD,0.10675188695678799,36.9308249853839,Winter,3.05223584556142,0.10762159642861906
id881,1,2.75517878854829,<LOD,0.438131980279487,0.09505804679493858,62.12899467693671,Winter,3.75517878854829,0.05481642146154082
id882,1,2.16078021209233,2.22772343059512,0.638727450143055,-0.14660308494579555,59.138430269694226,Spring,5.16078021209233,-0.4036260520559938
id884,1,5.18266637879944,2.48121601634239,0.451646586737406,0.4463983347360216,43.09400905687917,Autumn,7.18266637879944,-0.24572679277890147
id888,1,3.31681828276054,2.98867364549486,0.41982379537962,0.24782520123262125,60.90311632281295,Summer,2.31681828276054,-0.25808057036715903
id892,1,4.1737763894277,1.42795865829927,0.654843200208186,0.2205738534607319,53.37554872204983,Spring,7.1737763894277,-0.0039255098301840576
id895,1,NA,NA,NA,0.3582710781653377,56.56176365012463,Winter,3.12918127891876,-0.009321928293949693
id896,1,9.32514502217865,6.51404772514351,0.678031916395228,-0.19395802764976858,55.06934757506943,Winter,10.3251450221786,0.40209988067187635
id900,1,1.48629170129544,3.06942979242806,<LOD,-0.25004109841820826,29.482505958004563,Winter,2.48629170129544,0.33523228076273737
id901,1,2.5274566515913,<LOD,0.592065782427458,0.038316807770826126,55.12750479354296,Spring,5.5274566515913,-0.10304118509873017
id915,1,3.54238275838457,2.58259230561245,0.935280947127697,0.08617648392917109,45.67558164876566,Winter,4.54238275838457,-0.04375958559887183
id919,1,2.66901420274093,3.82350460014038,<LOD,0.29551835551104416,56.035237093023305,Summer,<LOD,-0.0988504443786894
id920,1,2.2533643629198,1.98529657935867,0.819075225561272,0.0932206508195803,37.26973353296305,Spring,5.2533643629198,-0.0393874683615379
id929,1,2.57215424771454,1.20317543720029,0.621646889600495,-0.20289000184877304,46.31042165970604,Summer,<LOD,-0.03248314348007242
id935,1,1.74330206665539,1.45163355332918,0.505398430837648,-0.06558307316702018,57.35613700426928,Summer,<LOD,0.2429332632826751
id942,1,4.93662102204225,3.45863076155328,0.649568434896627,-0.15548249562137997,52.10946705940009,Winter,5.93662102204225,-0.06711348417920239
id955,1,4.96316288352923,1.57284214226089,0.412061523891989,0.2662068759569069,40.19006848318304,Autumn,6.96316288352923,-0.20999376315506593
id958,1,2.79334827425934,3.50338676669461,<LOD,-0.15756807578894613,56.780606061560576,Summer,1.79334827425934,0.259412843446551
id959,1,3.75355535813818,1.82143830113949,1.30959354666178,-0.027963383482295944,51.244319120888804,Summer,2.75355535813818,-0.13429113757800717
id960,1,7.90528528739094,1.19896184367083,<LOD,-0.21050780064651894,32.062094934065826,Winter,8.90528528739095,-0.029703514925263515
id962,1,4.12637988181801,3.08220463664396,0.851017010307579,0.528253007598293,46.057729088214856,Autumn,6.12637988181801,0.04009327756192697
id975,1,NA,1.676676843423,NA,-0.0657376922107289,48.32774514932662,Summer,4.77557843369959,0.3087990321410753
id978,1,3.51095981250012,1.39957163158557,<LOD,0.1715962044275351,51.348969952197564,Autumn,5.51095981250012,-0.035593084954311086
id983,1,3.49591153034153,2.41383389632971,<LOD,0.00821700807138599,48.473783577632894,Spring,6.49591153034153,-0.04384962569985843
id987,1,4.06885189356853,3.71705528519996,0.628462691342387,-0.016636875657718132,69.00437373589543,Summer,3.06885189356853,0.10460341883172013
id3,2,5.0282817786576,1.31250211514028,0.747025223103394,0.11860005002456397,52.87908439382818,Spring,8.0282817786576,-0.23293882157165438
id4,2,3.58423425837559,3.02011071645237,0.690273568274616,0.08295845359736341,57.435089284161336,Summer,2.58423425837559,-0.008645181380335307
id9,2,4.59883753952498,4.17749242299915,<LOD,-0.18328750645461586,61.254295983531634,Winter,5.59883753952498,0.18495928498461345
id20,2,2.21499807307822,<LOD,<LOD,0.014730421728924043,48.31302978932551,Spring,5.21499807307822,0.007386809630616892
id21,2,4.39111123554568,4.70728871976274,<LOD,-0.28328193187792167,56.98128241318876,Autumn,6.39111123554568,-0.16143369664263837
id29,2,7.41898930973998,<LOD,0.615785617967487,-0.2509919614395067,41.61103886017874,Autumn,9.41898930973998,-0.3164872573661294
id33,2,2.39992969063679,1.51831409674872,0.470095552353689,0.05421495525531233,43.98497104264865,Spring,5.39992969063679,-0.013517975759390219
